Case 1 - Ha = 0,,,,,,,,,,,,,Case 2 - Ha = 8,,,,,,,,,,,,,Case 3 - Ha = 16,,,,,,,,,,,
y/delta,U+,y/delta,theta (temp),y/delta,u'v',y/delta,u'u',y/delta,v'v',y/delta,w'w',,y/delta,U+,y/delta,theta,y/delta,u'v',y/delta,u'u',y/delta,v'v',y/delta,w'w',,y/delta,U+,y/delta,theta,y/delta,u'v',y/delta,u'u',y/delta,v'v',y/delta,w'w'
0.149141562079066,11.4251779949114,0.315109343936382,0.428166386297599,0.118073119075525,-0.661007957559682,0.0485714285714287,2.46491228070175,0.458095238095238,1.99118942731278,0.0741088180112571,3.29281767955801,,0.416927155716149,13.5843792093391,0.384691848906561,0.435965743997553,0.235704151502066,-0.419098143236074,0.0542857142857144,2.51315789473684,0.585714285714286,1.65638766519824,0.119136960600375,2.95027624309392,,0.201413268905946,8.56686835859828,0.418489065606362,0.394479278177091,0.659104928752082,0.0010610079575597,0.378095238095238,0.771929824561403,1.05238095238095,0.964757709251102,0.426829268292683,1.11049723756906
0.17013747835197,11.8264950503517,0.342942345924453,0.44051689860835,0.135576666049802,-0.686472148541114,0.0542857142857144,2.60526315789474,0.496190476190476,2.06607929515419,0.0872420262664166,3.47513812154696,,0.470537298753501,13.7394325543606,0.414512922465209,0.448319314879951,0.264722513519627,-0.397877984084881,0.0600000000000002,2.67105263157895,0.627619047619048,1.70925110132159,0.141651031894934,3.02762430939227,,0.22631758995959,8.56631245857476,0.446322067594433,0.405291328949381,0.711430510147431,0.0010610079575597,0.404761904761905,0.75,1.10761904761905,0.960352422907489,0.481238273921201,1.03314917127072
0.200724808107588,12.1606337260268,0.368787276341948,0.451325890808992,0.160816729381284,-0.705570291777188,0.0580952380952382,2.72368421052632,0.53047619047619,2.13656387665198,0.102251407129456,3.59116022099448,,0.527983151953134,13.8720788522803,0.44234592445328,0.457592904113779,0.291802891041063,-0.376657824933687,0.0733333333333335,2.81578947368421,0.66952380952381,1.75770925110132,0.169793621013133,3.06629834254144,,0.255053345021488,8.5656710354707,0.472166998011928,0.416100321150023,0.75407130960459,-0.0010610079575597,0.433333333333333,0.728070175438597,1.16285714285714,0.947136563876652,0.533771106941839,0.966850828729281
0.237055012721558,12.5169656411024,0.392644135188867,0.460593362899526,0.182139699381079,-0.707692307692308,0.0657142857142858,2.83771929824561,0.572380952380952,2.21145374449339,0.115384615384615,3.67955801104972,,1.15048427444357,14.4162194522247,0.470178926441352,0.465328031809145,0.318883268562499,-0.355437665782493,0.082857142857143,2.85087719298246,0.711428571428571,1.80176211453745,0.197936210131332,3.07182320441989,,0.3374249000449,8.58615381326035,0.5,0.423835448845389,0.804458906503814,-0.0010610079575597,0.46,0.706140350877193,1.21428571428571,0.938325991189428,0.590056285178236,0.917127071823204
0.273402321951637,12.7840114600928,0.418489065606362,0.466786970484784,0.205385232249707,-0.703448275862069,0.0771428571428572,2.94298245614035,0.629523809523809,2.29955947136564,0.132270168855535,3.74585635359116,,1.20604434371726,14.3926578435355,0.5,0.473066218076158,0.347906771122489,-0.336339522546419,0.0923809523809525,2.85087719298246,0.753333333333333,1.83700440528634,0.220450281425891,3.06077348066298,,0.36999208911505,8.58542686707575,0.525844930417495,0.431567517969108,0.850965393868361,0.0010610079575597,0.488571428571429,0.68859649122807,1.26952380952381,0.920704845814978,0.644465290806754,0.87292817679558
0.319332492356375,13.0285219473605,0.446322067594433,0.47452209818015,0.226682499537351,-0.694960212201592,0.0695238095238097,2.89473684210526,0.688571428571429,2.38325991189427,0.151031894934334,3.79558011049724,,1.25778153129076,14.3245387098843,0.525844930417495,0.479259825661416,0.376925133140049,-0.315119363395226,0.1,2.82017543859649,0.793333333333333,1.87224669603524,0.24671669793621,3.03314917127072,,0.4025592781852,8.58469992089115,0.55168986083499,0.437761125554366,0.897477021775338,0.0010610079575597,0.515238095238095,0.675438596491228,1.30952380952381,0.907488986784141,0.698874296435272,0.845303867403315
0.36526693891514,13.250710910607,0.476143141153081,0.480721822908702,0.249907470236259,-0.682228116710875,0.0866666666666668,2.9780701754386,0.730476190476191,2.43612334801762,0.169793621013133,3.81767955801105,,1.31527014603066,14.233969767591,0.55168986083499,0.483914971708212,0.402077807250221,-0.298143236074271,0.107619047619048,2.78508771929825,0.837142857142857,1.89867841409692,0.274859287054409,2.99447513812155,,0.429379316242971,8.58410125932736,0.579522862823062,0.445496253249732,0.953678572162935,0.0010610079575597,0.543809523809524,0.662280701754386,1.37619047619048,0.872246696035242,0.75328330206379,0.823204419889502
0.415037095636185,13.4504928267516,0.50596421471173,0.485383086098792,0.275065284888862,-0.66737400530504,0.1,2.98245614035088,0.772380952380952,2.48017621145374,0.190431519699812,3.8232044198895,,1.37851018793697,14.1209510166556,0.577534791252485,0.488570117755008,0.431101309810211,-0.279045092838196,0.113333333333334,2.75438596491228,0.877142857142857,1.92070484581498,0.303001876172608,2.93922651933702,,0.458115071304868,8.5834598362233,0.605367793240557,0.45168986083499,0.994376246581539,0.0010610079575597,0.570476190476191,0.649122807017544,1.42952380952381,0.841409691629956,0.807692307692308,0.806629834254143
0.459064377498878,13.6280815034958,0.539761431411531,0.490050466432176,0.302150802952728,-0.648275862068966,0.10952380952381,2.95614035087719,0.816190476190476,2.51982378854626,0.216697936210131,3.8121546961326,,1.4340916379808,13.98578178786,0.60337972166998,0.491686802263343,0.458191968416507,-0.262068965517242,0.119047619047619,2.71929824561404,0.919047619047619,1.93392070484582,0.331144465290807,2.87292817679558,,0.488766543370892,8.58277565157897,0.633200795228628,0.457886526991895,1.03894988999239,0.0010610079575597,0.599047619047619,0.640350877192982,1.48285714285714,0.801762114537445,0.862101313320826,0.795580110497237
0.505015928673751,13.760984370657,0.577534791252485,0.494723963908855,0.32729319597804,-0.627055702917772,0.119047619047619,2.92105263157895,0.86,2.54625550660793,0.24296435272045,3.78453038674033,,1.54334737337239,13.6708430437664,0.631212723658052,0.494806545343325,0.487225752061358,-0.247214854111406,0.126666666666667,2.65350877192982,0.974285714285714,1.94273127753304,0.359287054409006,2.80662983425414,,0.51175514742041,8.58226251309572,0.659045725646123,0.462541673038691,1.09515144037999,0.0010610079575597,0.625714285714286,0.631578947368421,1.53809523809524,0.75330396475771,0.916510318949343,0.790055248618784
0.552878920698724,13.9161660002993,0.643141153081511,0.49790181985013,0.354373573499476,-0.605835543766578,0.128571428571429,2.87719298245614,0.915238095238095,2.5726872246696,0.265478424015009,3.75138121546961,,1.58744307369951,13.4912873361699,0.659045725646123,0.497926288423306,0.516254395163778,-0.230238726790451,0.0561904761904763,2.60526315789474,1.03142857142857,1.94273127753304,0.385553470919325,2.7292817679558,,0.536659468474054,8.5817066130722,0.688866799204771,0.467202936228781,1.14941500627146,0.0010610079575597,0.679047619047619,0.614035087719298,1.59333333333333,0.696035242290749,0.970919324577861,0.784530386740331
0.593091873169272,14.0045541040388,0.613320079522863,0.496317479736963,0.381448810478482,-0.582493368700265,0.138095238095238,2.82894736842105,0.964761904761905,2.58590308370044,0.287992495309569,3.70718232044199,,1.65646019969639,13.2218896324646,0.686878727634195,0.499507569964827,0.556900664158082,-0.209018567639257,0.063809523809524,2.71929824561404,1.1152380952381,1.92070484581498,0.411819887429644,2.64640883977901,,0.563479506531825,8.58110795150842,0.71272365805169,0.470316562165469,1.19205066518619,0.0010610079575597,0.734285714285714,0.600877192982456,1.64857142857143,0.629955947136564,1.02532833020638,0.784530386740331
0.637131983494045,14.1151782087191,0.708747514910537,0.499541214252944,0.40465321900767,-0.561273209549072,0.147619047619048,2.78070175438597,1.01047619047619,2.59030837004405,0.308630393996248,3.66850828729282,,1.69864018301939,13.0423766864082,0.720675944333996,0.499559565682826,0.583996463306808,-0.194164456233422,0.0676190476190478,2.7719298245614,1.1552380952381,1.89867841409692,0.438086303939963,2.56353591160221,,0.594130978597849,8.58042376686408,0.742544731610338,0.474977825355559,1.23662430859704,0.0010610079575597,0.78952380952381,0.596491228070175,1.70190476190476,0.541850220264317,1.0797373358349,0.784530386740331
0.679264929122747,14.181202026897,0.676938369781312,0.499492277106591,0.427867908621718,-0.544297082228117,0.159047619047619,2.72368421052632,1.05428571428571,2.58149779735683,0.329268292682927,3.61878453038674,,1.75425584229544,12.7286352654423,0.768389662027833,0.501171432940817,0.611092262455534,-0.179310344827586,0.14,2.56140350877193,1.19904761904762,1.87224669603524,0.460600375234522,2.48066298342541,,0.626698167668,8.57969682067948,0.766401590457256,0.478091451292247,1.29088787448852,0.0010610079575597,0.842857142857143,0.587719298245614,1.75714285714286,0.444933920704846,1.13414634146341,0.790055248618784
0.719477881593295,14.2695901306365,0.746520874751491,0.501137788652699,0.456870849011988,-0.516710875331565,0.168571428571429,2.67543859649123,1.10380952380952,2.56387665198238,0.349906191369606,3.56906077348066,,1.79646575869663,12.3928716512369,0.806163021868787,0.502768007340572,0.651743671992269,-0.160212201591512,0.151428571428572,2.46491228070175,1.23904761904762,1.84140969162996,0.484990619136961,2.39779005524862,,0.666928224754656,8.5787988283338,0.796222664015905,0.482752714482337,1.33352353340324,0.0010610079575597,0.898095238095238,0.578947368421053,1.81047619047619,0.334801762114538,1.18855534709193,0.795580110497237
0.757783669367771,14.3133779478737,0.790258449304175,0.502743538767396,0.483940945448564,-0.491246684350133,0.18,2.62280701754386,1.15333333333333,2.53744493392071,0.372420262664165,3.51381215469613,,1.8367770627098,11.9678647024866,0.851888667992048,0.502838354488454,0.680782596179549,-0.147480106100796,0.164761904761905,2.36842105263158,1.28095238095238,1.80176211453745,0.50750469043152,2.32044198895028,,0.697579696820679,8.57811464368947,0.820079522862823,0.485866340419024,1.38585425534102,-0.0010610079575597,0.94952380952381,0.574561403508772,1.86571428571429,0.211453744493392,1.24108818011257,0.812154696132596
0.794169463984093,14.3795300506724,0.847912524850894,0.50283223734516,0.51101104188514,-0.4657824933687,0.191428571428572,2.57017543859649,1.20285714285714,2.49779735682819,0.391181988742964,3.4585635359116,,1.86560689316029,11.476149750914,0.899602385685885,0.502911760207983,0.707888676413135,-0.136870026525199,0.18,2.2719298245614,1.32476190476191,1.75770925110132,0.530018761726079,2.23756906077348,,0.73014688589083,8.57738769750486,0.847912524850894,0.488986083499006,1.43430386774412,-0.0010610079575597,1.0047619047619,0.574561403508772,1.91904761904762,0.0969162995594717,1.32363977485929,0.839779005524862
0.838222402770948,14.4231895832888,0.889662027833002,0.502896467349748,0.543889951267658,-0.438196286472149,0.200952380952381,2.52631578947368,1.25809523809524,2.44052863436123,0.415572232645403,3.39779005524862,,1.88294242158603,10.9846913685831,0.953280318091451,0.502994341642453,0.734989616104291,-0.124137931034483,0.195238095238095,2.17982456140351,1.3647619047619,1.7136563876652,0.552532833020638,2.15469613259669,,0.756966923948601,8.57678903594108,0.871769383697813,0.490561247897232,1.47500668270516,-0.0031830238726791,1.06,0.574561403508772,1.96095238095238,0.0308370044052864,1.3780487804878,0.878453038674033
0.884191058561929,14.4668063543649,0.818091451292247,0.502786358770454,0.567089219254416,-0.414854111405836,0.214285714285714,2.4780701754386,1.31333333333333,2.37885462555066,0.436210131332083,3.33701657458564,,1.89835795685361,10.5155972718137,1.01093439363817,0.503083040220217,0.764028540291572,-0.111405835543767,0.212380952380952,2.07894736842105,1.40666666666667,1.65638766519824,0.575046904315197,2.07182320441989,,0.787618396014624,8.57610485129674,0.903578528827038,0.495225569658969,1.51182838813152,-0.0031830238726791,1.1152380952381,0.578947368421053,1.99333333333333,0.00440528634361259,1.43245778611632,0.922651933701657
0.941658292531697,14.4878450321781,0.927435387673956,0.502954580211042,0.596092159644686,-0.387267904509284,0.227619047619048,2.42982456140351,1.35904761904762,2.31277533039648,0.456848030018762,3.27624309392265,,1.90995061042099,10.0019456500823,1.06262425447316,0.501624101544579,0.791134620525158,-0.10079575596817,0.235238095238095,1.98245614035088,1.07333333333333,1.93392070484582,0.595684803001876,1.98895027624309,,0.824017019093028,8.5752923820316,0.92544731610338,0.49833613702401,1.56802993851911,-0.0031830238726791,1.17047619047619,0.587719298245614,,,1.48499061913696,0.972375690607735
0.985715507472579,14.5091830407731,0.961232604373758,0.503006575929041,0.62703308453108,-0.359681697612732,0.244761904761905,2.37719298245614,1.3952380952381,2.25550660792952,0.483114446529081,3.19889502762431,,1.92348036176263,9.37664364670416,1.11431411530815,0.501703624407402,0.820173544712438,-0.0880636604774537,0.261904761904762,1.8859649122807,1.44857142857143,1.59911894273128,0.618198874296435,1.9060773480663,,0.852752774154925,8.57465095892754,0.959244532803181,0.503003517357394,1.61841239487591,-0.0010610079575597,1.22,0.592105263157895,,,1.53939962476548,1.03867403314917
1.03169699172564,14.4858352397853,1.03876739562624,0.501587398684814,0.654098040425226,-0.332095490716181,0.26,2.33333333333333,1.4352380952381,2.18942731277533,0.51125703564728,3.11049723756906,,1.93127151439995,8.70682687990422,1.16600397614314,0.501783147270225,0.847279624946025,-0.0774535809018567,0.294285714285714,1.78947368421053,1.48857142857143,1.53744493392071,0.640712945590994,1.82872928176796,,0.879572812212696,8.57405229736375,0.987077534791253,0.504584798898914,1.66684144510929,0.0074270557029178,1.2752380952381,0.605263157894737,,,1.593808630394,1.12154696132597
1.07384704197045,14.4625729618781,0.999005964214712,0.503064688790335,0.681173277404232,-0.308753315649868,0.279047619047619,2.28070175438597,1.4752380952381,2.11894273127753,0.535647279549719,3.03867403314917,,1.93905839088324,8.05933163712557,1.22365805168986,0.500333384309528,0.876323689675735,-0.0668435013262599,0.334285714285714,1.69736842105263,1.53047619047619,1.4625550660793,0.665103189493433,1.74585635359116,,0.90447713326634,8.57349639734023,1.01292246520875,0.506163021868787,1.70558057286205,0.0159151193633953,1.33047619047619,0.618421052631579,,,1.64634146341463,1.19889502762431
1.11982852622351,14.4392251608903,1.07256461232604,0.501639394402814,0.710171077252072,-0.279045092838196,0.298095238095238,2.24122807017544,1.50571428571429,2.05726872246696,0.563789868667918,2.95580110497238,,1.94684526736653,7.41183639434693,1.2713717693837,0.501945251567518,0.903429769909321,-0.0562334217506632,0.376190476190476,1.62719298245614,1.57238095238095,1.38766519823789,0.700750469043152,1.61878453038674,,0.933212888328238,8.57285497423617,1.03677932405567,0.509276647805475,1.73268665309563,0.0265251989389921,1.38380952380952,0.635964912280702,,,1.70075046904315,1.2817679558011
1.17539714780526,14.3710205041586,1.11431411530815,0.501703624407402,0.741106861596036,-0.249336870026525,0.317142857142857,2.20175438596491,1.55714285714286,1.95154185022026,0.591932457786116,2.86740331491713,,1.95461503923371,6.85362724765346,1.31312127236581,0.503547943110567,0.930535850142907,-0.0456233421750664,0.418095238095238,1.57456140350877,1.61428571428571,1.29955947136564,0.74015009380863,1.50276243093923,,0.967695794402514,8.5720852665113,1.06262425447316,0.510854870775348,1.75979787387165,0.0350132625994695,1.43904761904762,0.662280701754386,,,1.72889305816135,1.32596685082873
