Temperature (K)	Pressure (MPa)	Density (mol/l)	Volume (l/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
457.95816318026505	0.1	0.07410542307777582	13.494289061010699	-5.736524268104705	-831.8809719594586	0.0	29.871221620783817	30.480838388554915	4728.385778523228	0.0	592.3712540653828	42.57101796626587	Liquid
458.05358779898324	0.1	0.07410424001912132	13.494504494506216	-5.733591782045283	-831.4619254858687	0.0	29.870794230010162	30.480402275520575	4728.423522216363	0.0	592.2138949268473	42.57470269000584	Liquid
458.1490124177015	0.1	0.07410305695139087	13.494719936533341	-5.730659384469081	-831.0428850076925	0.0	29.870366875285406	30.479966199270823	4728.46126710293	0.0	592.0566267392677	42.57838718737418	Liquid
458.2444370364197	0.1	0.07410187387458403	13.494935387092646	-5.72772707536578	-830.6238505244238	0.0	29.86993955660955	30.479530159805662	4728.499013182998	0.0	591.8994494250949	42.58207145837091	Liquid
458.33986165513795	0.1	0.07410069078870038	13.495150846184691	-5.724794854725057	-830.2048220355572	0.0	29.869512273982586	30.47909415712509	4728.536760456639	0.0	591.742362906866	42.58575550299601	Liquid
458.43528627385615	0.1	0.07409950769373945	13.49536631381005	-5.721862722536597	-829.785799540587	0.0	29.86908502740452	30.4786581912291	4728.574508923923	0.0	591.5853671072084	42.58943932124947	Liquid
458.5307108925744	0.1	0.07409832458970081	13.495581789969291	-5.718930678790075	-829.3667830390074	0.0	29.868657816875356	30.47822226211771	4728.612258584922	0.0	591.4284619488285	42.59312291313132	Liquid
458.6261355112926	0.1	0.07409714147658404	13.495797274662978	-5.715998723475174	-828.9477725303128	0.0	29.86823064239508	30.4777863697909	4728.650009439706	0.0	591.2716473545236	42.59680627864154	Liquid
458.72156013001086	0.1	0.07409595835438869	13.496012767891681	-5.713066856581573	-828.5287680139973	0.0	29.867803503963707	30.47735051424868	4728.687761488346	0.0	591.1149232471766	42.600489417780125	Liquid
458.81698474872906	0.1	0.07409477522311433	13.496228269655964	-5.710135078098952	-828.1097694895552	0.0	29.86737640158122	30.476914695491043	4728.725514730912	0.0	590.9582895497545	42.60417233054709	Liquid
458.9124093674473	0.1	0.07409359208276052	13.496443779956401	-5.707203388016993	-827.6907769564809	0.0	29.86694933524764	30.476478913518	4728.763269167477	0.0	590.8017461853093	42.60785501694242	Liquid
459.0078339861655	0.1	0.07409240893332684	13.49665929879355	-5.704271786325375	-827.2717904142688	0.0	29.86652230496295	30.47604316832954	4728.801024798109	0.0	590.6452930769796	42.611537476966134	Liquid
459.10325860488376	0.1	0.07409122577481282	13.49687482616799	-5.701340273013774	-826.8528098624129	0.0	29.86609531072715	30.475607459925666	4728.838781622882	0.0	590.4889301479889	42.61521971061821	Liquid
459.19868322360196	0.1	0.07409004260721806	13.497090362080277	-5.698408848071879	-826.4338353004078	0.0	29.865668352540258	30.475171788306387	4728.876539641865	0.0	590.3326573216484	42.61890171789868	Liquid
459.2941078423202	0.1	0.07408885943054211	13.497305906530986	-5.695477511489363	-826.0148667277474	0.0	29.865241430402254	30.47473615347169	4728.9142988551275	0.0	590.1764745213482	42.622583498807515	Liquid
459.3895324610384	0.1	0.0740876762447845	13.497521459520689	-5.6925462632559105	-825.5959041439263	0.0	29.864814544313152	30.474300555421586	4728.952059262744	0.0	590.0203816705708	42.62626505334471	Liquid
459.48495707975667	0.1	0.07408649304994486	13.497737021049943	-5.689615103361197	-825.1769475484388	0.0	29.864387694272946	30.473864994156067	4728.989820864782	0.0	589.8643786928768	42.629946381510294	Liquid
459.58038169847487	0.1	0.07408530984602268	13.497952591119326	-5.686684031794908	-824.757996940779	0.0	29.863960880281635	30.47342946967514	4729.027583661315	0.0	589.7084655119178	42.63362748330425	Liquid
459.6758063171931	0.1	0.07408412663301757	13.498168169729402	-5.683753048546719	-824.3390523204412	0.0	29.863534102339223	30.4729939819788	4729.065347652411	0.0	589.5526420514254	42.63730835872657	Liquid
459.7712309359113	0.1	0.0740829434109291	13.498383756880736	-5.680822153606313	-823.9201136869198	0.0	29.863107360445706	30.472558531067047	4729.103112838144	0.0	589.3969082352171	42.64098900777727	Liquid
459.8666555546296	0.1	0.07408176017975678	13.498599352573903	-5.677891346963366	-823.501181039709	0.0	29.862680654601075	30.472123116939873	4729.140879218583	0.0	589.2412639871952	42.64466943045635	Liquid
459.9620801733478	0.1	0.07408057693950021	13.498814956809468	-5.674960628607566	-823.0822543783033	0.0	29.862253984805353	30.4716877395973	4729.1786467938	0.0	589.0857092313466	42.648349626763796	Liquid
460.057504792066	0.1	0.07407939369015898	13.499030569587994	-5.6720299985285845	-822.6633337021964	0.0	29.86182735105852	30.471252399039304	4729.216415563864	0.0	588.930243891741	42.65202959669961	Liquid
460.1529294107842	0.1	0.07407821043173259	13.49924619091006	-5.6690994567161095	-822.2444190108835	0.0	29.86140075336059	30.47081709526591	4729.254185528848	0.0	588.7748678925321	42.65570934026381	Liquid
460.2483540295025	0.1	0.07407702716422065	13.499461820776224	-5.666169003159813	-821.825510303858	0.0	29.86097419171155	30.47038182827709	4729.291956688822	0.0	588.6195811579604	42.659388857456385	Liquid
460.3437786482207	0.1	0.07407584388762269	13.499677459187067	-5.663238637849383	-821.406607580615	0.0	29.860547666111408	30.469946598072866	4729.329729043858	0.0	588.4643836123472	42.66306814827732	Liquid
460.43920326693893	0.1	0.07407466060193829	13.499893106143146	-5.660308360774493	-820.9877108406478	0.0	29.86012117656016	30.469511404653225	4729.367502594026	0.0	588.3092751800981	42.666747212726634	Liquid
460.53462788565713	0.1	0.07407347730716704	13.500108761645029	-5.6573781719248295	-820.5688200834517	0.0	29.859694723057814	30.46907624801818	4729.405277339395	0.0	588.1542557857026	42.67042605080433	Liquid
460.6300525043754	0.1	0.07407229400330846	13.500324425693293	-5.654448071290066	-820.1499353085203	0.0	29.85926830560436	30.468641128167715	4729.44305328004	0.0	587.9993253537341	42.67410466251039	Liquid
460.7254771230936	0.1	0.07407111069036214	13.5005400982885	-5.651518058859889	-819.7310565153484	0.0	29.858841924199805	30.46820604510184	4729.48083041603	0.0	587.8444838088498	42.67778304784483	Liquid
460.82090174181184	0.1	0.0740699273683276	13.500755779431227	-5.648588134623973	-819.3121837034297	0.0	29.85841557884415	30.46777099882056	4729.518608747435	0.0	587.6897310757884	42.68146120680764	Liquid
460.91632636053004	0.1	0.07406874403720447	13.50097146912203	-5.645658298572004	-818.893316872259	0.0	29.857989269537384	30.46733598932386	4729.556388274327	0.0	587.5350670793731	42.68513913939882	Liquid
461.0117509792483	0.1	0.07406756069699225	13.50118716736149	-5.642728550693654	-818.4744560213301	0.0	29.857562996279512	30.466901016611747	4729.594168996778	0.0	587.3804917445086	42.688816845618376	Liquid
